Protocol Number | Time (s) | Source Cluster | Destination Cluster | Source IP | Destination IP | Protocol Name | Length (bytes) | Flags (hex)
6 | 1741752994.45 | B | B | 192.168.68.71 | 13.107.42.16 | TCP | 54 | DF
6 | 1741752994.46 | A | B | 20.190.151.7 | 192.168.68.71 | TCP | 66 | DF
6 | 1741752994.46 | A | B | 20.190.151.7 | 192.168.68.71 | TCP | 66 | DF
6 | 1741752994.46 | B | A | 192.168.68.71 | 20.190.151.7 | TCP | 54 | DF
6 | 1741752994.46 | B | A | 192.168.68.71 | 20.190.151.7 | TCP | 54 | DF
6 | 1741752994.47 | B | A | 192.168.68.71 | 20.190.151.7 | TCP | 518 | DF
6 | 1741752994.47 | B | A | 192.168.68.71 | 20.190.151.7 | TCP | 518 | DF
17 | 1741752994.47 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 86 | DF
6 | 1741752994.47 | B | B | 13.107.42.16 | 192.168.68.71 | TCP | 54 | DF
6 | 1741752994.47 | B | B | 13.107.42.16 | 192.168.68.71 | TCP | 96 | DF
6 | 1741752994.47 | B | B | 13.107.42.16 | 192.168.68.71 | TCP | 54 | DF
6 | 1741752994.47 | B | B | 104.17.152.238 | 192.168.68.71 | TCP | 54 | DF
6 | 1741752994.47 | B | B | 192.168.68.71 | 13.107.42.16 | TCP | 54 | DF
6 | 1741752994.47 | B | B | 192.168.68.71 | 104.17.152.238 | TCP | 54 | DF
6 | 1741752994.47 | B | B | 192.168.68.71 | 13.107.42.16 | TCP | 54 | DF
17 | 1741752994.50 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1148 | DF
17 | 1741752994.50 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.51 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.51 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 585 | DF
17 | 1741752994.52 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 71 | DF
17 | 1741752994.52 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752994.53 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752994.53 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 86 | DF
17 | 1741752994.55 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 1292 | DF
17 | 1741752994.55 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 1292 | DF
6 | 1741752994.55 | A | B | 20.190.151.7 | 192.168.68.71 | TCP | 54 | DF
6 | 1741752994.55 | A | B | 20.190.151.7 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752994.56 | A | B | 20.190.151.7 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752994.56 | A | B | 20.190.151.7 | 192.168.68.71 | TCP | 1089 | DF
6 | 1741752994.56 | A | B | 20.190.151.7 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752994.56 | A | B | 20.190.151.7 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752994.56 | A | B | 20.190.151.7 | 192.168.68.71 | TCP | 1089 | DF
6 | 1741752994.56 | B | A | 192.168.68.71 | 20.190.151.7 | TCP | 54 | DF
6 | 1741752994.57 | B | A | 192.168.68.71 | 20.190.151.7 | TCP | 54 | DF
17 | 1741752994.57 | B | Unknown | 192.168.68.71 | 68.105.28.11 | UDP | 84 | 
17 | 1741752994.57 | B | Unknown | 192.168.68.71 | 68.105.28.11 | UDP | 84 | 
17 | 1741752994.57 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 121 | DF
17 | 1741752994.57 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 1174 | DF
17 | 1741752994.57 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 1171 | DF
17 | 1741752994.57 | B | Unknown | 192.168.68.71 | 68.105.28.11 | UDP | 77 | 
17 | 1741752994.57 | B | Unknown | 192.168.68.71 | 68.105.28.11 | UDP | 77 | 
17 | 1741752994.58 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 1159 | DF
17 | 1741752994.58 | B | Unknown | 192.168.68.71 | 68.105.28.11 | UDP | 81 | 
17 | 1741752994.58 | B | Unknown | 192.168.68.71 | 68.105.28.11 | UDP | 81 | 
17 | 1741752994.58 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 1175 | DF
17 | 1741752994.58 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 1165 | DF
17 | 1741752994.58 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 1171 | DF
17 | 1741752994.58 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 1171 | DF
17 | 1741752994.58 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 1174 | DF
17 | 1741752994.59 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 1171 | DF
17 | 1741752994.59 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 1171 | DF
17 | 1741752994.59 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 1171 | DF
17 | 1741752994.59 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 1171 | DF
17 | 1741752994.59 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 1171 | DF
17 | 1741752994.59 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 1171 | DF
6 | 1741752994.59 | B | A | 192.168.68.71 | 20.190.151.7 | TCP | 212 | DF
17 | 1741752994.59 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.59 | Unknown | B | 68.105.28.11 | 192.168.68.71 | UDP | 100 | DF
17 | 1741752994.59 | Unknown | B | 68.105.28.11 | 192.168.68.71 | UDP | 141 | DF
17 | 1741752994.60 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 1292 | DF
17 | 1741752994.60 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 1046 | DF
6 | 1741752994.60 | B | A | 192.168.68.71 | 20.190.151.7 | TCP | 212 | DF
6 | 1741752994.60 | B | B | 192.168.68.71 | 142.250.217.142 | TCP | 66 | DF
17 | 1741752994.60 | B | Unknown | 192.168.68.71 | 68.105.28.11 | UDP | 86 | 
17 | 1741752994.60 | B | Unknown | 192.168.68.71 | 68.105.28.11 | UDP | 86 | 
17 | 1741752994.60 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.60 | Unknown | B | 68.105.28.11 | 192.168.68.71 | UDP | 159 | DF
17 | 1741752994.61 | Unknown | B | 68.105.28.11 | 192.168.68.71 | UDP | 205 | DF
17 | 1741752994.61 | Unknown | B | 68.105.28.11 | 192.168.68.71 | UDP | 154 | DF
17 | 1741752994.61 | Unknown | B | 68.105.28.11 | 192.168.68.71 | UDP | 113 | DF
17 | 1741752994.61 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.61 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.61 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 1292 | DF
17 | 1741752994.61 | B | B | 192.168.68.71 | 104.17.153.238 | UDP | 1292 | DF
17 | 1741752994.62 | B | B | 192.168.68.71 | 104.17.153.238 | UDP | 1292 | DF
6 | 1741752994.62 | B | Unknown | 192.168.68.71 | 34.217.162.120 | TCP | 66 | DF
17 | 1741752994.62 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 95 | DF
17 | 1741752994.62 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 66 | DF
6 | 1741752994.62 | B | B | 142.250.217.142 | 192.168.68.71 | TCP | 66 | DF
17 | 1741752994.62 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 66 | DF
17 | 1741752994.62 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 91 | DF
6 | 1741752994.62 | B | B | 192.168.68.71 | 142.250.217.142 | TCP | 54 | DF
6 | 1741752994.62 | B | B | 192.168.68.71 | 142.250.217.142 | TCP | 1788 | DF
17 | 1741752994.63 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752994.63 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752994.63 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 89 | DF
17 | 1741752994.63 | Unknown | B | 68.105.28.11 | 192.168.68.71 | UDP | 215 | DF
17 | 1741752994.63 | Unknown | B | 68.105.28.11 | 192.168.68.71 | UDP | 118 | DF
17 | 1741752994.63 | B | B | 192.168.68.71 | 104.17.153.238 | UDP | 1292 | DF
17 | 1741752994.63 | B | B | 192.168.68.71 | 104.17.153.238 | UDP | 1292 | DF
17 | 1741752994.63 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 66 | DF
17 | 1741752994.64 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 66 | DF
17 | 1741752994.64 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 64 | DF
6 | 1741752994.64 | B | B | 142.250.217.142 | 192.168.68.71 | TCP | 54 | 
6 | 1741752994.64 | B | B | 142.250.217.142 | 192.168.68.71 | TCP | 54 | 
17 | 1741752994.64 | B | B | 104.17.153.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.64 | B | B | 104.17.153.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.64 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 427 | DF
17 | 1741752994.64 | B | B | 104.17.153.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.64 | B | B | 104.17.153.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.64 | B | B | 104.17.153.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.65 | B | B | 104.17.153.238 | 192.168.68.71 | UDP | 1100 | DF
17 | 1741752994.65 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.65 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.65 | B | B | 192.168.68.71 | 104.17.153.238 | UDP | 1292 | DF
17 | 1741752994.65 | B | B | 192.168.68.71 | 104.17.153.238 | UDP | 93 | DF
17 | 1741752994.65 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752994.65 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752994.65 | B | B | 192.168.68.71 | 104.17.153.238 | UDP | 127 | DF
17 | 1741752994.65 | B | B | 192.168.68.71 | 104.17.153.238 | UDP | 127 | DF
17 | 1741752994.66 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.66 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
6 | 1741752994.66 | B | B | 142.250.217.142 | 192.168.68.71 | TCP | 1466 | 
6 | 1741752994.66 | B | B | 142.250.217.142 | 192.168.68.71 | TCP | 1466 | 
17 | 1741752994.66 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.66 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
6 | 1741752994.66 | B | B | 142.250.217.142 | 192.168.68.71 | TCP | 1466 | 
6 | 1741752994.66 | B | B | 142.250.217.142 | 192.168.68.71 | TCP | 493 | 
17 | 1741752994.66 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.67 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.67 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1033 | DF
17 | 1741752994.67 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1044 | DF
6 | 1741752994.67 | B | B | 192.168.68.71 | 142.250.217.142 | TCP | 54 | DF
6 | 1741752994.67 | B | B | 192.168.68.71 | 142.250.217.142 | TCP | 54 | DF
17 | 1741752994.67 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752994.67 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752994.67 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752994.67 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
6 | 1741752994.67 | B | B | 192.168.68.71 | 142.250.217.142 | TCP | 128 | DF
17 | 1741752994.68 | B | B | 104.17.153.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.68 | B | B | 104.17.153.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.68 | B | B | 104.17.153.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.68 | B | B | 104.17.153.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.68 | B | B | 104.17.153.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.68 | B | B | 104.17.153.238 | 192.168.68.71 | UDP | 1099 | DF
6 | 1741752994.68 | Unknown | B | 34.217.162.120 | 192.168.68.71 | TCP | 66 | DF
6 | 1741752994.68 | B | Unknown | 192.168.68.71 | 34.217.162.120 | TCP | 54 | DF
17 | 1741752994.68 | B | B | 192.168.68.71 | 104.17.153.238 | UDP | 1292 | DF
17 | 1741752994.68 | B | B | 192.168.68.71 | 104.17.153.238 | UDP | 93 | DF
6 | 1741752994.69 | B | Unknown | 192.168.68.71 | 34.217.162.120 | TCP | 1845 | DF
17 | 1741752994.69 | B | B | 192.168.68.71 | 104.17.153.238 | UDP | 127 | DF
17 | 1741752994.69 | B | B | 192.168.68.71 | 104.17.153.238 | UDP | 127 | DF
17 | 1741752994.69 | B | B | 192.168.68.71 | 104.17.153.238 | UDP | 230 | DF
6 | 1741752994.69 | B | B | 142.250.217.142 | 192.168.68.71 | TCP | 1032 | 
17 | 1741752994.69 | B | B | 104.17.153.238 | 192.168.68.71 | UDP | 575 | DF
17 | 1741752994.69 | B | B | 104.17.153.238 | 192.168.68.71 | UDP | 66 | DF
17 | 1741752994.69 | B | B | 104.17.153.238 | 192.168.68.71 | UDP | 66 | DF
17 | 1741752994.69 | B | B | 104.17.153.238 | 192.168.68.71 | UDP | 91 | DF
17 | 1741752994.69 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.69 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 494 | DF
17 | 1741752994.69 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.70 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 139 | DF
17 | 1741752994.70 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.70 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.70 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.70 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.70 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.70 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 592 | DF
17 | 1741752994.70 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.70 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.70 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.70 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.71 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.71 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.71 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.71 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.71 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 443 | DF
17 | 1741752994.71 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752994.71 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752994.71 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752994.72 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752994.72 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752994.72 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752994.72 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752994.72 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752994.72 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752994.72 | B | B | 192.168.68.71 | 104.17.153.238 | UDP | 85 | DF
17 | 1741752994.72 | B | B | 192.168.68.71 | 104.17.153.238 | UDP | 89 | DF
17 | 1741752994.72 | B | B | 104.17.153.238 | 192.168.68.71 | UDP | 570 | DF
17 | 1741752994.73 | B | B | 104.17.153.238 | 192.168.68.71 | UDP | 66 | DF
6 | 1741752994.73 | A | B | 20.190.151.7 | 192.168.68.71 | TCP | 105 | DF
17 | 1741752994.73 | B | B | 104.17.153.238 | 192.168.68.71 | UDP | 66 | DF
17 | 1741752994.73 | B | B | 104.17.153.238 | 192.168.68.71 | UDP | 91 | DF
17 | 1741752994.73 | B | B | 104.17.153.238 | 192.168.68.71 | UDP | 65 | DF
6 | 1741752994.73 | B | A | 192.168.68.71 | 20.190.151.7 | TCP | 346 | DF
6 | 1741752994.73 | B | A | 192.168.68.71 | 20.190.151.7 | TCP | 4825 | DF
6 | 1741752994.74 | A | B | 20.190.151.7 | 192.168.68.71 | TCP | 105 | DF
17 | 1741752994.74 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.74 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
6 | 1741752994.74 | Unknown | B | 34.217.162.120 | 192.168.68.71 | TCP | 54 | DF
6 | 1741752994.74 | Unknown | B | 34.217.162.120 | 192.168.68.71 | TCP | 1514 | DF
17 | 1741752994.74 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 547 | DF
17 | 1741752994.74 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
6 | 1741752994.75 | Unknown | B | 34.217.162.120 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752994.75 | Unknown | B | 34.217.162.120 | 192.168.68.71 | TCP | 1514 | DF
17 | 1741752994.75 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.75 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
6 | 1741752994.75 | Unknown | B | 34.217.162.120 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752994.75 | Unknown | B | 34.217.162.120 | 192.168.68.71 | TCP | 501 | DF
17 | 1741752994.75 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.75 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.75 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.75 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.76 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.76 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 336 | DF
6 | 1741752994.76 | B | Unknown | 192.168.68.71 | 34.217.162.120 | TCP | 54 | DF
6 | 1741752994.76 | B | Unknown | 192.168.68.71 | 34.217.162.120 | TCP | 54 | DF
17 | 1741752994.76 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752994.76 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752994.77 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752994.77 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752994.77 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 90 | DF
17 | 1741752994.77 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
6 | 1741752994.77 | B | A | 192.168.68.71 | 20.190.151.7 | TCP | 346 | DF
6 | 1741752994.77 | B | A | 192.168.68.71 | 20.190.151.7 | TCP | 6698 | DF
6 | 1741752994.78 | B | Unknown | 192.168.68.71 | 34.217.162.120 | TCP | 118 | DF
17 | 1741752994.78 | B | B | 104.17.153.238 | 192.168.68.71 | UDP | 70 | DF
17 | 1741752994.78 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.79 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.79 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.79 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.79 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.79 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.79 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.79 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.79 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.80 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.80 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.80 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.80 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.80 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.80 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.80 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.81 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752994.81 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752994.81 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752994.81 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752994.81 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752994.81 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 86 | DF
17 | 1741752994.81 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 86 | DF
17 | 1741752994.81 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 86 | DF
6 | 1741752994.81 | B | B | 192.168.68.71 | 142.250.217.142 | TCP | 54 | DF
17 | 1741752994.82 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.82 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.82 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 743 | DF
17 | 1741752994.82 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 86 | DF
17 | 1741752994.82 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 87 | DF
17 | 1741752994.82 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.82 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.82 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.82 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.82 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.83 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.83 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.83 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.83 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.83 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.83 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.83 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.84 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.84 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.84 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.84 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.84 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.84 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.84 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.85 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.85 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.85 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.85 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.85 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 541 | DF
17 | 1741752994.85 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.85 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.85 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.85 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.85 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.86 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.86 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.86 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.86 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.86 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.86 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.87 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752994.87 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 642 | DF
17 | 1741752994.87 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 86 | DF
17 | 1741752994.87 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 86 | DF
17 | 1741752994.87 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 86 | DF
17 | 1741752994.87 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 86 | DF
17 | 1741752994.87 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 86 | DF
17 | 1741752994.88 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 86 | DF
17 | 1741752994.88 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 86 | DF
